query,week_start,clicks,impressions,position_avg,ctr_pct
photobooth,2026-05-11,0,96,7.29,0.0
photobooth,2026-05-18,1,42,7.21,2.381
photobooth,2026-05-25,0,21,8.45,0.0
photobooth 18 ans,2026-04-06,0,2,4.0,0.0
photobooth 2 strip,2026-05-11,0,1,2.0,0.0
photobooth 4x6,2026-02-23,0,1,2.0,0.0
photobooth accessories ideas,2026-04-06,0,1,5.0,0.0
photobooth adalah,2026-03-09,0,1,3.0,0.0
photobooth adalah,2026-03-23,0,2,3.0,0.0
photobooth adalah,2026-03-30,0,1,3.0,0.0
photobooth aeon,2026-03-23,0,1,1.0,0.0
photobooth aeon,2026-04-06,0,1,1.0,0.0
photobooth aeon mall,2026-03-30,0,1,1.0,0.0
photobooth album,2026-02-23,0,2,9.0,0.0
photobooth album,2026-03-02,0,1,2.0,0.0
photobooth apa,2026-03-09,0,1,3.0,0.0
photobooth area,2026-03-30,0,1,1.0,0.0
photobooth area,2026-04-13,0,1,3.0,0.0
photobooth artinya,2026-02-09,0,1,1.0,0.0
photobooth ass,2026-02-16,0,2,3.0,0.0
photobooth atau photobox,2026-03-23,0,1,3.0,0.0
photobooth atau photobox,2026-03-30,0,1,2.0,0.0
photobooth baby shower,2026-03-30,0,1,2.0,0.0
photobooth backdrop,2026-03-16,0,1,28.0,0.0
photobooth backdrop rental,2026-03-23,0,1,9.0,0.0
photobooth backdrop size,2026-02-16,0,2,9.0,0.0
photobooth backdrop size,2026-02-23,0,1,9.0,0.0
photobooth backdrop size,2026-03-02,0,1,5.0,0.0
photobooth backdrop size,2026-03-30,0,1,11.0,0.0
photobooth background,2026-03-16,0,1,16.0,0.0
photobooth background size,2026-03-16,0,1,1.0,0.0
photobooth background size,2026-03-23,0,1,11.0,0.0
photobooth background size,2026-04-27,0,2,10.5,0.0
photobooth background size,2026-05-04,0,2,1.0,0.0
photobooth baddies,2026-03-30,0,1,1.0,0.0
photobooth band,2026-02-16,0,1,3.0,0.0
photobooth banner,2026-02-16,0,1,11.0,0.0
photobooth banner,2026-02-23,0,1,6.0,0.0
photobooth banner,2026-04-06,0,1,2.0,0.0
photobooth bar,2026-02-09,0,1,1.0,0.0
photobooth bar,2026-03-16,0,1,1.0,0.0
photobooth bcs,2026-03-09,0,1,3.0,0.0
photobooth bear me,2026-02-23,0,1,9.0,0.0
photobooth boobs,2026-03-09,0,2,2.0,0.0
photobooth boobs,2026-03-16,0,1,2.0,0.0
photobooth boobs,2026-04-20,0,1,4.0,0.0
photobooth business name ideas,2026-02-23,0,1,2.0,0.0
photobooth business name ideas,2026-05-18,0,1,3.0,0.0
photobooth business names,2026-03-02,0,1,4.0,0.0
photobooth business names,2026-05-11,0,1,2.0,0.0
photobooth butts,2026-02-09,0,1,1.0,0.0
photobooth butts,2026-03-09,0,1,1.0,0.0
photobooth cafe,2026-02-16,0,1,1.0,0.0
photobooth camera rental,2026-02-16,0,1,3.0,0.0
photobooth captions for instagram,2026-03-23,0,1,1.0,0.0
photobooth card,2026-05-18,0,1,2.0,0.0
photobooth cc,2026-04-20,0,1,9.0,0.0
photobooth center point,2026-03-23,0,2,1.0,0.0
photobooth centre point,2026-03-23,0,1,1.0,0.0
photobooth chinese,2026-03-02,0,2,2.0,0.0
photobooth chinese,2026-03-16,0,1,3.0,0.0
photobooth chinese,2026-04-06,0,1,3.0,0.0
photobooth chinese,2026-05-04,0,2,2.5,0.0
photobooth chinese,2026-05-18,0,1,3.0,0.0
photobooth cirebon,2026-04-20,0,1,3.0,0.0
photobooth client gallery,2026-03-30,0,1,1.0,0.0
photobooth client gallery,2026-04-06,0,1,52.0,0.0
photobooth client gallery,2026-04-20,0,2,73.0,0.0
photobooth clip,2026-03-02,0,1,1.0,0.0
photobooth clipart,2026-04-06,0,1,3.0,0.0
photobooth clipart,2026-05-04,0,1,11.0,0.0
photobooth companies,2026-02-16,0,1,12.0,0.0
photobooth company,2026-04-20,0,1,9.0,0.0
photobooth company,2026-04-27,0,1,4.0,0.0
photobooth concert,2026-04-06,0,1,1.0,0.0
photobooth cortis,2026-02-23,0,1,2.0,0.0
photobooth craft,2026-02-23,0,1,12.0,0.0
photobooth curse meaning,2026-05-04,0,1,1.0,0.0
photobooth custom,2026-04-27,0,1,8.0,0.0
photobooth cutout,2026-02-16,0,1,4.0,0.0
photobooth cutouts,2026-05-11,0,1,7.0,0.0
photobooth dan photobox,2026-03-02,0,1,2.0,0.0
photobooth dan photobox,2026-03-16,0,1,2.0,0.0
photobooth dan photobox apa bedanya,2026-03-09,0,1,3.0,0.0
photobooth dan photobox apa bedanya,2026-03-16,0,2,3.0,0.0
photobooth date,2026-02-09,0,4,1.0,0.0
photobooth date,2026-02-16,0,3,1.0,0.0
photobooth date,2026-02-23,0,2,1.5,0.0
photobooth date,2026-03-02,0,3,1.0,0.0
photobooth date,2026-03-09,0,1,1.0,0.0
photobooth date,2026-03-23,0,2,1.0,0.0
photobooth date,2026-04-13,0,3,1.0,0.0
photobooth date artinya,2026-05-11,0,1,3.0,0.0
photobooth def,2026-04-13,0,1,2.0,0.0
photobooth def,2026-05-11,0,1,2.0,0.0
photobooth def,2026-05-18,0,1,2.0,0.0
photobooth definition,2026-02-16,0,2,44.0,0.0
photobooth definition,2026-03-02,0,1,1.0,0.0
photobooth definition,2026-03-23,0,1,68.0,0.0
photobooth definition,2026-03-30,0,1,2.0,0.0
photobooth definition,2026-04-06,0,1,70.0,0.0
photobooth definition,2026-04-13,0,1,70.0,0.0
photobooth definition,2026-05-25,0,2,67.5,0.0
photobooth description,2026-03-02,0,1,1.0,0.0
photobooth description,2026-04-13,0,2,3.0,0.0
photobooth di kokas,2026-03-09,0,1,2.0,0.0
photobooth dimension,2026-02-09,0,3,3.75,0.0
photobooth dimension,2026-02-16,0,3,8.0,0.0
photobooth dimension,2026-03-02,0,2,3.0,0.0
photobooth dimension,2026-03-09,0,2,8.0,0.0
photobooth dimension,2026-03-16,0,1,7.0,0.0
photobooth dimension,2026-03-23,0,2,5.5,0.0
photobooth dimension,2026-03-30,0,2,3.0,0.0
photobooth dimension,2026-04-06,0,6,5.83,0.0
photobooth dimension,2026-04-13,0,1,8.0,0.0
photobooth dimension,2026-04-20,0,2,2.5,0.0
photobooth dimension,2026-04-27,0,2,4.5,0.0
photobooth dimension,2026-05-04,0,1,9.0,0.0
photobooth dimension,2026-05-11,0,5,6.67,0.0
photobooth dimension,2026-05-18,0,1,5.0,0.0
photobooth dimension,2026-05-25,0,4,4.0,0.0
photobooth dimensions,2026-02-09,0,44,3.63,0.0
photobooth dimensions,2026-02-16,0,22,5.2,0.0
photobooth dimensions,2026-02-23,0,25,4.78,0.0
photobooth dimensions,2026-03-02,0,20,4.18,0.0
photobooth dimensions,2026-03-09,0,26,4.96,0.0
photobooth dimensions,2026-03-16,0,19,3.95,0.0
photobooth dimensions,2026-03-23,0,25,4.26,0.0
photobooth dimensions,2026-03-30,0,20,4.58,0.0
photobooth dimensions,2026-04-06,0,35,4.83,0.0
photobooth dimensions,2026-04-13,0,34,3.97,0.0
photobooth dimensions,2026-04-20,0,23,5.79,0.0
photobooth dimensions,2026-04-27,0,26,4.42,0.0
photobooth dimensions,2026-05-04,0,37,3.8,0.0
photobooth dimensions,2026-05-11,1,32,5.5,3.125
photobooth dimensions,2026-05-18,1,28,4.28,3.571
photobooth dimensions,2026-05-25,0,22,3.66,0.0
photobooth display,2026-03-16,0,1,12.0,0.0
photobooth diy,2026-03-02,0,1,5.0,0.0
photobooth doodle,2026-05-25,0,1,5.0,0.0
photobooth drawing,2026-02-23,0,1,10.0,0.0
photobooth drawing,2026-03-09,0,1,5.0,0.0
photobooth dump,2026-03-16,0,1,1.0,0.0
photobooth définition,2026-05-25,0,1,2.0,0.0
photobooth emoji,2026-03-16,0,1,3.0,0.0
photobooth en español,2026-03-02,0,1,2.0,0.0
photobooth en español,2026-05-18,0,1,2.0,0.0
photobooth en francais,2026-02-09,0,1,3.0,0.0
photobooth en francais,2026-03-23,1,1,2.0,100.0
photobooth en français,2026-03-23,0,1,2.0,0.0
photobooth events,2026-04-20,0,1,11.0,0.0
photobooth example,2026-02-23,0,1,3.0,0.0
photobooth examples,2026-02-16,0,1,3.0,0.0
photobooth experience,2026-04-06,0,1,10.0,0.0
photobooth family,2026-05-04,0,1,1.0,0.0
photobooth festival walk,2026-02-09,0,1,1.0,0.0
photobooth film,2026-02-23,0,2,1.0,0.0
photobooth film,2026-05-11,0,1,4.0,0.0
photobooth film strip,2026-02-09,0,2,1.0,0.0
photobooth film strip,2026-02-16,0,3,1.75,0.0
photobooth film strip,2026-03-02,0,1,35.0,0.0
photobooth film strip,2026-03-23,0,1,1.0,0.0
photobooth font,2026-03-16,0,1,9.0,0.0
photobooth for birthday,2026-02-16,0,1,4.0,0.0
photobooth for birthday,2026-03-30,0,1,21.0,0.0
photobooth for event,2026-05-18,0,1,8.0,0.0
photobooth for events,2026-03-23,0,1,2.0,0.0
photobooth for events,2026-04-13,0,1,8.0,0.0
photobooth for events,2026-05-04,0,1,9.0,0.0
photobooth for farewell,2026-03-30,0,1,5.0,0.0
photobooth for hire,2026-03-30,0,1,65.0,0.0
photobooth for parties,2026-02-09,0,3,12.0,0.0
photobooth for parties,2026-02-16,0,3,6.0,0.0
photobooth for parties,2026-02-23,0,4,9.33,0.0
photobooth for parties,2026-03-09,0,2,10.0,0.0
photobooth for parties,2026-03-16,0,2,9.0,0.0
photobooth for parties,2026-03-23,0,2,11.5,0.0
photobooth for parties,2026-03-30,0,2,7.5,0.0
photobooth for parties,2026-04-06,0,1,16.0,0.0
photobooth for parties,2026-04-13,0,2,14.5,0.0
photobooth for parties,2026-04-20,0,3,15.67,0.0
photobooth for parties,2026-04-27,0,2,14.5,0.0
photobooth for parties,2026-05-04,0,2,14.0,0.0
photobooth for parties,2026-05-11,0,3,12.0,0.0
photobooth for parties,2026-05-18,0,2,11.0,0.0
photobooth for parties,2026-05-25,0,2,12.0,0.0
photobooth for party,2026-02-09,0,1,13.0,0.0
photobooth for party,2026-02-16,0,1,12.0,0.0
photobooth for rent,2026-03-02,0,1,9.0,0.0
photobooth for rent,2026-03-30,0,3,53.0,0.0
photobooth for rent,2026-05-25,0,1,1.0,0.0
photobooth for rental,2026-03-02,0,1,22.0,0.0
photobooth for rental,2026-03-23,0,1,17.0,0.0
photobooth for rental,2026-03-30,0,1,26.0,0.0
photobooth for sale,2026-03-30,0,1,4.0,0.0
photobooth format photo,2026-03-09,0,1,1.0,0.0
photobooth frame,2026-02-09,0,2,11.5,0.0
photobooth frame,2026-02-16,0,2,11.5,0.0
photobooth frame,2026-02-23,0,1,10.0,0.0
photobooth frame,2026-03-16,0,1,33.0,0.0
photobooth frame size,2026-02-09,1,24,1.24,4.167
photobooth frame size,2026-02-16,0,12,2.2,0.0
photobooth frame size,2026-02-23,0,11,1.36,0.0
photobooth frame size,2026-03-02,1,16,1.42,6.25
photobooth frame size,2026-03-09,1,16,1.39,6.25
photobooth frame size,2026-03-16,1,10,1.0,10.0
photobooth frame size,2026-03-23,1,14,1.0,7.143
photobooth frame size,2026-03-30,0,7,1.4,0.0
photobooth frame size,2026-04-06,0,15,1.86,0.0
photobooth frame size,2026-04-13,2,21,1.83,9.524
photobooth frame size,2026-04-20,0,10,1.46,0.0
photobooth frame size,2026-04-27,0,9,1.33,0.0
photobooth frame size,2026-05-04,2,15,1.61,13.333
photobooth frame size,2026-05-11,1,11,1.4,9.091
photobooth frame size,2026-05-18,0,17,1.57,0.0
photobooth frame size,2026-05-25,1,15,2.25,6.667
photobooth frames,2026-02-09,0,1,12.0,0.0
photobooth frames,2026-03-30,0,1,12.0,0.0
photobooth francais,2026-05-04,0,1,3.0,0.0
photobooth fremont,2026-02-16,0,2,1.0,0.0
photobooth gi,2026-02-23,0,1,1.0,0.0
photobooth girl,2026-04-06,0,1,32.0,0.0
photobooth granada,2026-05-11,0,1,8.0,0.0
photobooth grid,2026-05-04,0,1,6.0,0.0
photobooth hard launch,2026-04-06,0,1,2.0,0.0
photobooth hardiknas,2026-04-27,0,1,2.0,0.0
photobooth hay photobook,2026-03-16,0,1,1.0,0.0
photobooth holic,2026-02-09,0,2,1.0,0.0
photobooth holic artinya,2026-02-09,0,1,1.0,0.0
photobooth icon,2026-03-09,0,1,4.0,0.0
photobooth icon,2026-05-25,0,1,3.0,0.0
photobooth image,2026-03-02,0,2,53.0,0.0
photobooth image,2026-04-06,0,1,4.0,0.0
photobooth image size,2026-04-20,0,2,4.5,0.0
photobooth image size,2026-04-27,0,1,2.0,0.0
photobooth images,2026-02-16,0,1,7.0,0.0
photobooth images,2026-03-09,0,1,31.0,0.0
photobooth images,2026-03-23,0,1,2.0,0.0
photobooth images,2026-03-30,0,1,2.0,0.0
photobooth images,2026-05-11,0,1,4.0,0.0
photobooth in,2026-02-16,0,1,1.0,0.0
photobooth in afrikaans,2026-03-16,0,1,2.0,0.0
photobooth in cafe,2026-02-09,0,1,1.0,0.0
photobooth in cafe,2026-04-13,0,1,1.0,0.0
photobooth in chinese,2026-02-09,0,10,2.03,0.0
photobooth in chinese,2026-02-16,0,12,2.63,0.0
photobooth in chinese,2026-02-23,0,13,2.42,0.0
photobooth in chinese,2026-03-02,0,2,2.0,0.0
photobooth in chinese,2026-03-09,0,2,2.5,0.0
photobooth in chinese,2026-03-16,0,3,2.0,0.0
photobooth in chinese,2026-03-23,0,1,2.0,0.0
photobooth in chinese,2026-03-30,0,9,2.06,0.0
photobooth in chinese,2026-04-06,0,1,3.0,0.0
photobooth in chinese,2026-04-13,0,3,2.0,0.0
photobooth in chinese,2026-04-27,0,2,2.0,0.0
photobooth in chinese,2026-05-04,0,3,2.67,0.0
photobooth in chinese,2026-05-11,0,2,2.0,0.0
photobooth in chinese,2026-05-25,0,1,2.0,0.0
photobooth in festival,2026-02-09,0,1,8.0,0.0
photobooth in french,2026-02-09,0,2,2.5,0.0
photobooth in french,2026-02-23,0,1,2.0,0.0
photobooth in french,2026-03-09,0,2,2.0,0.0
photobooth in french,2026-03-16,0,4,2.33,0.0
photobooth in french,2026-04-06,0,1,2.0,0.0
photobooth in french,2026-04-20,0,2,2.0,0.0
photobooth in french,2026-04-27,0,1,2.0,0.0
photobooth in french,2026-05-04,0,1,2.0,0.0
photobooth in french,2026-05-11,0,1,3.0,0.0
photobooth in italian,2026-03-16,0,1,3.0,0.0
photobooth in japanese,2026-02-16,0,1,3.0,0.0
photobooth in japanese,2026-02-23,0,1,3.0,0.0
photobooth in japanese,2026-03-02,0,1,3.0,0.0
photobooth in japanese,2026-03-09,0,1,3.0,0.0
photobooth in japanese,2026-03-23,0,1,3.0,0.0
photobooth in japanese,2026-05-04,0,1,2.0,0.0
photobooth in korean,2026-03-02,0,2,2.5,0.0
photobooth in korean,2026-03-23,0,1,2.0,0.0
photobooth in korean,2026-05-11,0,3,2.67,0.0
photobooth in korean,2026-05-18,0,1,3.0,0.0
photobooth in malay,2026-04-06,0,1,5.0,0.0
photobooth in miami,2026-02-09,0,1,1.0,0.0
photobooth in miami,2026-02-16,0,1,17.0,0.0
photobooth in miami,2026-02-23,0,2,8.5,0.0
photobooth in miami,2026-03-16,0,2,9.0,0.0
photobooth in miami,2026-03-30,0,2,17.0,0.0
photobooth in spanish,2026-02-09,0,7,2.0,0.0
photobooth in spanish,2026-02-16,0,7,2.13,0.0
photobooth in spanish,2026-02-23,0,5,2.0,0.0
photobooth in spanish,2026-03-02,0,5,2.2,0.0
photobooth in spanish,2026-03-09,0,6,2.2,0.0
photobooth in spanish,2026-03-16,0,3,2.0,0.0
photobooth in spanish,2026-03-23,0,9,2.07,0.0
photobooth in spanish,2026-03-30,0,17,2.0,0.0
photobooth in spanish,2026-04-06,0,4,2.0,0.0
photobooth in spanish,2026-04-13,0,10,2.0,0.0
photobooth in spanish,2026-04-20,0,3,2.0,0.0
photobooth in spanish,2026-04-27,0,3,2.33,0.0
photobooth in spanish,2026-05-04,0,12,2.0,0.0
photobooth in spanish,2026-05-11,0,2,2.0,0.0
photobooth in spanish,2026-05-18,0,1,2.0,0.0
photobooth in spanish,2026-05-25,0,7,2.0,0.0
photobooth in tagalog,2026-02-09,0,11,1.0,0.0
photobooth in tagalog,2026-02-16,0,8,1.25,0.0
photobooth in tagalog,2026-02-23,0,5,1.5,0.0
photobooth in tagalog,2026-03-02,0,7,1.5,0.0
photobooth in tagalog,2026-03-09,0,1,3.0,0.0
photobooth in tagalog,2026-03-16,0,1,1.0,0.0
photobooth in tagalog,2026-03-30,0,4,2.0,0.0
photobooth in tagalog,2026-04-06,0,1,1.0,0.0
photobooth in tagalog,2026-04-13,0,4,1.0,0.0
photobooth kendal,2026-03-02,0,1,1.0,0.0
photobooth kpop,2026-02-16,0,1,11.0,0.0
photobooth landscape size,2026-02-09,0,4,14.67,0.0
photobooth landscape size,2026-03-30,0,2,2.0,0.0
photobooth landscape size,2026-04-06,0,1,1.0,0.0
photobooth landscape size,2026-04-13,0,1,1.0,0.0
photobooth landscape size,2026-04-20,0,2,1.0,0.0
photobooth landscape size,2026-05-04,0,1,1.0,0.0
photobooth landscape size,2026-05-11,0,1,1.0,0.0
photobooth layout size,2026-02-09,0,7,1.0,0.0
photobooth layout size,2026-02-23,0,2,1.0,0.0
photobooth layout size,2026-03-02,0,8,6.38,0.0
photobooth layout size,2026-03-09,0,6,1.0,0.0
photobooth layout size,2026-03-16,0,9,1.0,0.0
photobooth layout size,2026-03-23,0,5,1.0,0.0
photobooth layout size,2026-03-30,0,4,1.0,0.0
photobooth layout size,2026-04-06,0,8,1.0,0.0
photobooth layout size,2026-04-13,1,7,1.0,14.286
photobooth layout size,2026-04-20,0,6,1.0,0.0
photobooth layout size,2026-04-27,0,8,1.0,0.0
photobooth layout size,2026-05-04,0,2,1.0,0.0
photobooth layout size,2026-05-11,0,8,1.0,0.0
photobooth layout size,2026-05-18,0,7,1.0,0.0
photobooth layout size,2026-05-25,0,4,1.0,0.0
photobooth location,2026-03-16,0,1,6.0,0.0
photobooth logo,2026-03-02,0,1,3.0,0.0
photobooth lotte,2026-02-23,0,1,4.0,0.0
photobooth m,2026-02-16,0,1,1.0,0.0
photobooth magazine style,2026-05-18,0,1,4.0,0.0
photobooth magnet,2026-02-09,0,2,7.5,0.0
photobooth magnet,2026-03-23,0,1,3.0,0.0
photobooth magnetic strip,2026-02-09,0,1,2.0,0.0
photobooth magnetic strip,2026-05-18,0,1,5.0,0.0
photobooth mall,2026-02-16,0,1,1.0,0.0
photobooth mangalore,2026-02-23,0,1,3.0,0.0
photobooth mariage,2026-02-23,0,1,82.0,0.0
photobooth mariage,2026-05-04,0,1,48.0,0.0
photobooth materials,2026-03-02,0,1,1.0,0.0
photobooth materials,2026-03-23,0,2,14.0,0.0
photobooth materials,2026-05-11,0,1,42.0,0.0
photobooth meaning,2026-02-09,0,5,2.33,0.0
photobooth meaning,2026-02-16,0,2,18.0,0.0
photobooth meaning,2026-02-23,0,1,48.0,0.0
photobooth meaning,2026-03-02,0,10,9.6,0.0
photobooth meaning,2026-03-09,0,10,8.08,0.0
photobooth meaning,2026-03-16,0,25,4.71,0.0
photobooth meaning,2026-03-23,0,10,2.29,0.0
photobooth meaning,2026-03-30,0,4,1.0,0.0
photobooth meaning,2026-04-06,0,4,5.33,0.0
photobooth meaning,2026-04-13,0,9,7.47,0.0
photobooth meaning,2026-04-20,0,4,20.75,0.0
photobooth meaning,2026-04-27,0,5,20.62,0.0
photobooth meaning,2026-05-04,0,1,3.0,0.0
photobooth meaning,2026-05-11,0,8,16.0,0.0
photobooth meaning,2026-05-18,0,4,17.0,0.0
photobooth meaning,2026-05-25,0,4,12.75,0.0
photobooth means,2026-03-23,0,3,1.0,0.0
photobooth means,2026-04-06,0,1,1.0,0.0
photobooth measurements,2026-02-09,0,4,2.5,0.0
photobooth measurements,2026-02-16,0,3,1.67,0.0
photobooth measurements,2026-02-23,0,2,2.0,0.0
photobooth measurements,2026-03-02,0,6,4.0,0.0
photobooth measurements,2026-03-09,0,3,3.67,0.0
photobooth measurements,2026-03-16,0,6,1.75,0.0
photobooth measurements,2026-03-23,0,1,1.0,0.0
photobooth measurements,2026-03-30,1,4,1.33,25.0
photobooth measurements,2026-04-06,0,3,6.0,0.0
photobooth measurements,2026-04-13,0,1,1.0,0.0
photobooth measurements,2026-04-20,0,4,1.0,0.0
photobooth measurements,2026-04-27,0,1,5.0,0.0
photobooth measurements,2026-05-04,1,10,1.93,10.0
photobooth measurements,2026-05-11,0,2,1.5,0.0
photobooth measurements,2026-05-18,0,3,1.0,0.0
photobooth measurements,2026-05-25,0,2,1.0,0.0
photobooth medidas,2026-05-25,0,2,1.0,0.0
photobooth meme,2026-03-16,0,1,1.0,0.0
photobooth memories,2026-05-18,0,1,5.0,0.0
photobooth miami,2026-02-09,0,17,11.6,0.0
photobooth miami,2026-02-16,0,15,7.38,0.0
photobooth miami,2026-02-23,0,18,8.44,0.0
photobooth miami,2026-03-02,0,22,6.07,0.0
photobooth miami,2026-03-09,0,17,8.14,0.0
photobooth miami,2026-03-16,0,19,9.1,0.0
photobooth miami,2026-03-23,1,13,6.24,7.692
photobooth miami,2026-03-30,1,6,11.12,16.667
photobooth miami,2026-04-06,2,13,11.3,15.385
photobooth miami,2026-04-13,0,2,21.0,0.0
photobooth miami,2026-04-20,0,6,13.25,0.0
photobooth miami,2026-04-27,0,8,4.72,0.0
photobooth miami,2026-05-04,0,7,7.08,0.0
photobooth miami,2026-05-11,0,8,11.55,0.0
photobooth miami,2026-05-18,1,5,17.12,20.0
photobooth miami,2026-05-25,0,2,14.0,0.0
photobooth mooning,2026-02-16,0,1,2.0,0.0
photobooth name,2026-02-09,0,3,17.0,0.0
photobooth name,2026-03-02,0,1,27.0,0.0
photobooth name,2026-04-06,0,1,1.0,0.0
photobooth name,2026-04-27,0,2,19.5,0.0
photobooth name,2026-05-04,0,1,35.0,0.0
photobooth name,2026-05-25,0,1,3.0,0.0
photobooth name ideas,2026-02-16,0,1,3.0,0.0
photobooth name ideas,2026-03-02,0,1,3.0,0.0
photobooth name ideas,2026-04-13,0,1,4.0,0.0
photobooth name ideas,2026-04-20,0,2,1.0,0.0
photobooth name ideas,2026-05-18,0,1,3.0,0.0
photobooth names,2026-02-09,0,5,29.4,0.0
photobooth names,2026-02-16,0,1,30.0,0.0
photobooth names,2026-03-02,0,11,16.18,0.0
photobooth names,2026-03-09,0,9,24.64,0.0
photobooth names,2026-03-16,0,9,22.83,0.0
photobooth names,2026-03-23,0,10,17.78,0.0
photobooth names,2026-03-30,0,6,25.17,0.0
photobooth names,2026-04-13,0,2,1.5,0.0
photobooth names,2026-04-20,0,4,21.0,0.0
photobooth names,2026-04-27,0,2,16.5,0.0
photobooth names,2026-05-04,0,1,37.0,0.0
photobooth names,2026-05-18,0,1,3.0,0.0
photobooth nashallery,2026-03-23,0,1,8.0,0.0
photobooth nashallery,2026-03-30,0,1,10.0,0.0
photobooth near,2026-05-25,0,1,10.0,0.0
photobooth near me,2026-02-09,0,4,9.5,0.0
photobooth near me,2026-02-16,0,5,4.67,0.0
photobooth near me,2026-02-23,1,7,4.2,14.286
photobooth near me,2026-03-02,0,4,4.75,0.0
photobooth near me,2026-03-09,0,1,1.0,0.0
photobooth near me,2026-03-16,0,3,1.0,0.0
photobooth near me,2026-03-23,0,2,11.5,0.0
photobooth near me,2026-04-06,0,3,8.33,0.0
photobooth near me,2026-04-13,0,3,10.75,0.0
photobooth near me,2026-04-20,0,1,34.0,0.0
photobooth near me,2026-04-27,0,3,19.33,0.0
photobooth near me,2026-05-04,0,3,6.0,0.0
photobooth near me,2026-05-11,0,1,30.0,0.0
photobooth near me,2026-05-18,0,1,36.0,0.0
photobooth near me,2026-05-25,0,1,1.0,0.0
photobooth near me within 5 mi,2026-03-02,0,1,4.0,0.0
photobooth near ne,2026-04-06,0,1,1.0,0.0
photobooth nearby,2026-03-16,0,1,11.0,0.0
photobooth nipslip,2026-04-27,0,1,11.0,0.0
photobooth one or two words,2026-03-16,0,1,3.0,0.0
photobooth one word or two,2026-03-09,0,2,24.0,0.0
photobooth one word or two,2026-04-06,0,1,53.0,0.0
photobooth options,2026-03-30,0,1,37.0,0.0
photobooth options,2026-04-06,0,1,1.0,0.0
photobooth options,2026-04-13,0,1,1.0,0.0
photobooth options,2026-05-04,0,1,30.0,0.0
photobooth options,2026-05-25,0,1,38.0,0.0
photobooth opus,2026-02-09,0,1,2.0,0.0
photobooth opus,2026-02-23,0,1,2.0,0.0
photobooth opus,2026-03-16,0,1,1.0,0.0
photobooth or photo booth,2026-02-23,0,4,17.5,0.0
photobooth or photo booth,2026-03-16,0,1,1.0,0.0
photobooth or photo booth,2026-04-06,0,2,1.0,0.0
photobooth or photo booth,2026-04-13,0,1,2.0,0.0
photobooth or photo booth,2026-04-27,0,1,2.0,0.0
photobooth or photo booth,2026-05-04,0,1,2.0,0.0
photobooth or photo booth,2026-05-18,0,1,2.0,0.0
photobooth or photobox,2026-03-16,0,1,3.0,0.0
photobooth ou,2026-03-30,0,1,9.0,0.0
photobooth outline,2026-02-09,0,1,7.0,0.0
photobooth overlay,2026-02-16,0,1,4.0,0.0
photobooth paper,2026-02-09,0,3,1.33,0.0
photobooth paper,2026-02-16,0,1,1.0,0.0
photobooth paper,2026-03-16,0,1,1.0,0.0
photobooth paper,2026-04-20,0,1,3.0,0.0
photobooth paper,2026-05-04,0,1,2.0,0.0
photobooth paper,2026-05-11,0,1,2.0,0.0
photobooth paper,2026-05-25,0,1,2.0,0.0
photobooth paper size,2026-02-09,1,26,1.0,3.846
photobooth paper size,2026-02-16,0,31,1.32,0.0
photobooth paper size,2026-02-23,1,23,1.06,4.348
photobooth paper size,2026-03-02,1,20,1.1,5.0
photobooth paper size,2026-03-09,1,14,1.14,7.143
photobooth paper size,2026-03-16,1,20,1.0,5.0
photobooth paper size,2026-03-23,1,13,1.0,7.692
photobooth paper size,2026-03-30,0,10,1.0,0.0
photobooth paper size,2026-04-06,0,15,1.07,0.0
photobooth paper size,2026-04-13,0,12,1.22,0.0
photobooth paper size,2026-04-20,0,9,1.22,0.0
photobooth paper size,2026-04-27,1,19,1.43,5.263
photobooth paper size,2026-05-04,0,18,1.51,0.0
